1,E.T.: The Extra-Terrestrial,Uni.,"$359,197,037 ","1,778","$11,835,389 ","1,103",11-Jun
2,Tootsie,Col.,"$177,200,000 ","1,222","$5,540,470 ",943,17-Dec
3,An Officer and a Gentleman,Par.,"$129,795,554 ","1,050","$3,304,679 ",346,13-Aug
4,Rocky III,UA,"$124,146,897 ","1,317","$12,431,486 ",939,28-May
5,On Golden Pond,Uni.,"$119,285,432 ","1,015","$89,213 ",2,12-Feb
6,Porky's,Fox,"$105,492,483 ","1,605","$7,623,988 ","1,148",19-Mar
7,Star Trek II: The Wrath of Khan,Par.,"$78,912,963 ","1,621","$14,347,221 ","1,621",4-Jun
8,48 HRS.,Par.,"$78,868,508 ","1,050","$4,369,868 ",850,10-Dec
9,Poltergeist,MGM,"$76,606,280 ","1,060","$6,896,612 ",890,4-Jun
10,The Best Little Whorehouse in Texas,Uni.,"$69,701,637 ","1,435","$11,874,268 ","1,400",23-Jul
11,Annie,Col.,"$57,059,003 ","1,102","$510,632 ",14,18-Jun
12,The Verdict,Fox,"$53,977,250 ",904,"$100,982 ",3,17-Dec
13,First Blood,Orion,"$47,212,904 ","1,054","$6,642,005 ",901,22-Oct
14,The Toy,Col.,"$47,118,057 ","1,542","$6,322,804 ","1,381",10-Dec
15,Firefox,WB,"$46,708,276 ","1,304","$8,152,948 ",881,18-Jun
16,The Dark Crystal,Uni.,"$40,577,001 ","1,052","$4,657,335 ",858,17-Dec
17,Conan the Barbarian,Uni.,"$39,565,475 ","1,683","$9,603,139 ","1,395",14-May
18,The Sword and the Sorcerer,Gr1,"$39,103,425 ",660,"$1,798,879 ",233,30-Apr
19,Best Friends,WB,"$36,821,203 ","1,080","$4,022,891 ","1,062",17-Dec
20,Richard Pryor: Live on the Sunset Strip,Col.,"$36,299,720 ","1,277","$7,780,693 ","1,277",12-Mar
21,Friday the 13th Part III,Par.,"$34,581,519 ","1,079","$9,406,522 ","1,079",13-Aug
22,Tron,BV,"$33,000,000 ","1,112","$4,761,795 ","1,091",9-Jul
23,Young Doctors in Love,Fox,"$30,688,860 ",796,"$4,206,265 ",709,16-Jul
24,Victor/Victoria,MGM,"$28,215,453 ",615,"$139,634 ",3,2-Apr
25,Blade Runner,WB,"$27,580,111 ","1,325","$6,150,002 ","1,295",25-Jun
26,Airplane II: The Sequel,Par.,"$27,150,534 ","1,300","$5,329,208 ","1,150",10-Dec
27,Fast Times at Ridgemont High,Uni.,"$27,092,880 ",713,"$2,545,674 ",498,3-Sep
28,Some Kind of Hero,Par.,"$23,671,186 ",975,"$5,631,293 ",975,2-Apr
29,The Road Warrior,WB,"$23,667,907 ",708,"$2,527,864 ",704,21-May
30,Bambi (Re-issue) (1982),BV,"$23,000,000 ",750,N/A,N/A,2-Jul
31,Pink Floyd: The Wall,MGM,"$22,244,207 ",673,"$2,712,095 ",653,17-Sep
32,Raiders of the Lost Ark (Re-issue) (1982),Par.,"$21,437,879 ","1,330","$4,347,101 ","1,330",16-Jul
33,Things Are Tough All Over,Col.,"$21,134,374 ","1,516","$5,906,708 ","1,516",6-Aug
34,Night Shift,WB,"$21,095,638 ",683,"$2,539,633 ",683,30-Jul
35,Creepshow,WB,"$21,028,755 ","1,132","$5,870,889 ","1,127",12-Nov
